round_index,branch,id,valid_candidates,scores,mean,span,std,top2_gap,pairwise_gap
0,audio,random440_expressivespeech_183,4,"[0.36666666666666664, 0.3, 0.3333333333333333, 0.4666666666666667]",0.36666666666666664,0.16666666666666669,0.062360956446232366,0.10000000000000003,0.0888888888888889
0,audio,random440_deear_086,3,"[0.4666666666666667, 0.8777777777777778, 0.5777777777777777]",0.6407407407407407,0.4111111111111111,0.17364012103305249,0.30000000000000004,0.2740740740740741
0,audio,random440_deear_044,4,"[0.4666666666666667, 0.7333333333333333, 0.8666666666666667, 0.5333333333333333]",0.65,0.4,0.15898986690282427,0.13333333333333341,0.2333333333333333
0,audio,random440_expressivespeech_158,2,"[0.5, 0.3333333333333333]",0.41666666666666663,0.16666666666666669,0.08333333333333334,0.16666666666666669,0.16666666666666669
0,audio,random440_expressivespeech_271,0,[],,,,,
0,audio,random440_expressivespeech_225,0,[],,,,,
0,audio,random440_expressivespeech_176,4,"[0.5844444444444445, 0.7266666666666667, 0.6454545454545454, 0.6714285714285714]",0.656998556998557,0.14222222222222214,0.05113519891479174,0.05523809523809531,0.0754401154401154
0,audio,random440_deear_070,4,"[0.5333333333333333, 0.7666666666666667, 0.7333333333333333, 0.7333333333333333]",0.6916666666666667,0.2333333333333334,0.09242113755341182,0.03333333333333344,0.1166666666666667
0,audio,random440_expressivespeech_043,2,"[0.3, 0.38666666666666666]",0.3433333333333333,0.08666666666666667,0.043333333333333335,0.08666666666666667,0.08666666666666667
0,audio,random440_expressivespeech_154,1,[0.6578947368421052],,,,,
